release_id,source_file,title_meta,subject_meta,author_meta,producer,pdf_created,pdf_modified,pages,file_bytes,sha256,pages_no_text_layer,mean_ocr_quality,segments,release_stamps,doc_id_stamps,source_url,mirror_url,working_url
FBI-Photo-B15.pdf,FBI-Photo-B15.pdf,B15 FBI Photo,B15 FBI Photo,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Thu May  7 15:37:00 2026 UTC,Wed May 13 17:19:50 2026 UTC,1,62256,92e6279262cc580978f5fd2bf9a0d1f1eb0e22326e6c2354fec861f174c7d611,1,0.0,1,,,,,
FBI-Photo-B16.pdf,FBI-Photo-B16.pdf,B16 FBI Photo,B16 FBI Photo,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Thu May  7 15:37:32 2026 UTC,Wed May 13 17:20:53 2026 UTC,1,62669,a9abc1e6d69201bd0954a34170c2e70407b377b1791497666c13b580c7ac7a8f,1,0.0,1,,,,,
FBI-Photo-B17.pdf,FBI-Photo-B17.pdf,B17 FBI Photo,B17 FBI Photo,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Thu May  7 15:38:56 2026 UTC,Wed May 13 17:36:38 2026 UTC,1,65683,f2d96af041ac6d451eb716109e2fd606d6071e7504f91e429ad6e8d5ae654745,1,0.0,1,,,,,
FBI-Photo-B18.pdf,FBI-Photo-B18.pdf,B18 FBI Photo,B18 FBI Photo,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Thu May  7 16:21:31 2026 UTC,Wed May 13 17:37:44 2026 UTC,1,61286,64c4b8d8df93af933cc16efc183c27a4262284d0dffe2ca5f6479a32fa536eb0,1,0.0,1,,,,,
FBI-Photo-B19.pdf,FBI-Photo-B19.pdf,B19 FBI Photo,B19 FBI Photo,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Thu May  7 15:41:19 2026 UTC,Wed May 13 17:40:52 2026 UTC,1,125697,43fc008a99501f57a114be1246ba3cae6004b734d2609c2f7eb6611b9209e509,1,0.0,1,,,,,
FBI-Photo-B2.pdf,FBI-Photo-B2.pdf,FBI Photo B2,FBI Photo B2,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Thu May  7 15:16:39 2026 UTC,Wed May 13 16:36:25 2026 UTC,1,122637,861e37148d76359fb10e52eb7c2f17760f60ca0977ef0ad1079c5cda11b19530,1,1.0,1,,,,,
FBI-Photo-B20.pdf,FBI-Photo-B20.pdf,B20 FBI Photo,B20 FBI Photo,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Thu May  7 15:41:46 2026 UTC,Wed May 13 17:44:37 2026 UTC,1,122810,97112a6fe175f0458412961285976b9384b31eceb540fe00abbe1bd28e51ceaa,1,1.0,1,,,,,
FBI-Photo-B21.pdf,FBI-Photo-B21.pdf,FBI Photo B21,FBI Photo B21,,,Thu May  7 15:45:12 2026 UTC,Thu May  7 17:51:10 2026 UTC,1,592551,52b81ee21a3bfc5ecce1777d6e91d85aabe8bb905dab1963a793dd4787005214,1,0.0,1,,,,,
FBI-Photo-B22.pdf,FBI-Photo-B22.pdf,FBI Photo B22,FBI Photo B22,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Thu May  7 15:46:05 2026 UTC,Wed May 13 17:45:37 2026 UTC,1,66951,8dd6f06197acb06f90d60387ecb21367c23b4f67c1011641a5be6e43f842a922,1,0.889,1,,,,,
FBI-Photo-B23.pdf,FBI-Photo-B23.pdf,FBI Photo B23,FBI Photo B23,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Thu May  7 15:46:40 2026 UTC,Wed May 13 17:46:34 2026 UTC,1,63037,921e5ea0a0b4264d6aabfecee036fc924bf11dd9c6212873122c0fa457de194a,1,0.0,1,,,,,
FBI-Photo-B24.pdf,FBI-Photo-B24.pdf,FBI Photo B24,FBI Photo B24,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Thu May  7 15:47:15 2026 UTC,Wed May 13 17:47:44 2026 UTC,1,67392,8af86cd09af935b39d650d4db78adac5802600abc427f1683cc58cc44cf4bb42,1,0.5,1,,,,,
FBI-Photo-B3.pdf,FBI-Photo-B3.pdf,FBI Photo B3,FBI Photo B3,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Thu May  7 15:17:34 2026 UTC,Wed May 13 16:37:57 2026 UTC,1,169593,8a58dbdbe84dc4f29f131c9c471354ac9a4cac9276bc2503eb09a6b9eb215f09,1,1.0,1,,,,,
FBI-Photo-B4.pdf,FBI-Photo-B4.pdf,FBI Photo B4,FBI Photo B4,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Thu May  7 15:19:36 2026 UTC,Wed May 13 16:50:53 2026 UTC,1,132213,b9b413c19731ce7d48c503c45cc8d00fd1be08154e0321cbf18b9a3613e31c7d,1,0.571,1,,,,,
FBI-Photo-B5.pdf,FBI-Photo-B5.pdf,FBI Photo B5,FBI Photo B5,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Thu May  7 15:20:41 2026 UTC,Wed May 13 16:40:36 2026 UTC,1,119604,9048f6d63441caa23ca385c07340399b34a3c70cd9d21da4f79fd73da57aafac,1,0.0,1,,,,,
FBI-Photo-B6.pdf,FBI-Photo-B6.pdf,B6 FBI Photo,B6 FBI Photo,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Thu May  7 15:21:21 2026 UTC,Wed May 13 16:41:57 2026 UTC,1,124905,c70c7334e7b8f38701fc9951e356cc702c194caaeae12f6e5a41c1bf0c2463e9,1,0.0,1,,,,,
FBI-Photo-B7.pdf,FBI-Photo-B7.pdf,B7 FBI Photo,B7 FBI Photo,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Thu May  7 15:22:17 2026 UTC,Wed May 13 16:51:44 2026 UTC,1,135280,829f0a7381883c14261023832fedb51259a06d50eae7ba13ca21b9b9c5b45713,1,0.719,1,,,,,
FBI-Photo-B8.pdf,FBI-Photo-B8.pdf,B8 FBI Photo,B8 FBI Photo,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Thu May  7 15:23:09 2026 UTC,Wed May 13 16:52:35 2026 UTC,1,124509,bb60e830904c747b7a2a7f43b655d2c02534894529b74f36447d1a4b8f537701,1,1.0,1,,,,,
FBI-Photo-B9.pdf,FBI-Photo-B9.pdf,B9 FBI Photo,B9 FBI Photo,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Thu May  7 15:24:38 2026 UTC,Wed May 13 16:53:29 2026 UTC,1,125010,86017c6972e7e6e110d86be0667a324d28b8d6c3e37d9fdb8acedddf3fd9dd02,1,0.0,1,,,,,
NASA-UAP-D1-Apollo-12-Transcript-1969.pdf,NASA-UAP-D1-Apollo-12-Transcript-1969.pdf,Apollo 12 Transcript Extracts,Apollo 12 Transcript Extracts,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed May  6 19:29:57 2026 UTC,Wed May 13 17:48:53 2026 UTC,4,1052877,74dc1a19ef09d093ceba4a0ab082bf3729cb19218c0c3481d8b71f814740c9b3,0,0.99,1,,,,,
NASA-UAP-D2-Apollo-17-Transcript-1972.pdf,NASA-UAP-D2-Apollo-17-Transcript-1972.pdf,Apollo 17 Transcript,Apollo 17 Transcript,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Tue May  5 16:01:16 2026 UTC,Wed May 13 17:49:56 2026 UTC,16,643401,18ee158476f1203b0ce45bc1eb9b209c225e30b4181ec0fb98b338b2cc0b7591,0,0.997,1,,,,,
NASA-UAP-D4-Apollo-11-Technical-Crew-Debriefing-1969.pdf,NASA-UAP-D4-Apollo-11-Technical-Crew-Debriefing-1969.pdf,"NASA-UAP-D4, Apollo 11 Technical Crew Debriefing, 1969","NASA-UAP-D4, Apollo 11 Technical Crew Debriefing, 1969",,"macOS Version 26.4 (Build 25E246) Quartz PDFContext, AppendMode 1.1",Wed May  6 21:18:41 2026 UTC,Thu May  7 20:26:28 2026 UTC,11,29286242,aacc41814dd16583bbeabe068026bf286cd9b0e464ff097c5c7b97b00d308443,11,0.0,1,,,,,
NASA-UAP-D5-Apollo-17-Crew-Debriefing-for-Science-1973.pdf,NASA-UAP-D5-Apollo-17-Crew-Debriefing-for-Science-1973.pdf,"NASA-UAP-D5, Apollo 17 Crew Debriefing for Science, 1973","NASA-UAP-D5, Apollo 17 Crew Debriefing for Science, 1973",,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed May  6 21:17:48 2026 UTC,Wed May 13 17:51:02 2026 UTC,3,122499,23c76f92be6a04417373771a12229c0a6857b9769086989c1b5e459afb5c3e52,0,0.99,1,,,,,
NASA-UAP-D6-Apollo-17-Technical-Crew-Debriefing-1973.pdf,NASA-UAP-D6-Apollo-17-Technical-Crew-Debriefing-1973.pdf,"NASA-UAP-D6, Apollo 17 Technical Crew Debriefing, 1973","NASA-UAP-D6, Apollo 17 Technical Crew Debriefing, 1973",,"macOS Version 26.4 (Build 25E246) Quartz PDFContext, AppendMode 1.1",Thu May  7 17:42:35 2026 UTC,Thu May  7 20:26:25 2026 UTC,2,513402,2c874c40c55505f2348177ddde77c9fd015bf971e6e059c43508a92bc9ee6b30,2,0.0,1,,,,,
NASA-UAP-D7-Skylab-Technical-Crew-Debriefing-1973.pdf,NASA-UAP-D7-Skylab-Technical-Crew-Debriefing-1973.pdf,"NASA-UAP-D7, Skylab Technical Crew Debriefing, 1973","NASA-UAP-D7, Skylab Technical Crew Debriefing, 1973",,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed May  6 21:21:56 2026 UTC,Wed May 13 17:53:06 2026 UTC,11,301657,61f7e6594e7ab6959503214c73a2a591dc231a14ba92df8e36d0bb0a0fbd6691,0,0.999,1,,,,,
059UAP00011.pdf,059UAP00011.pdf,"State Department UAP Cable 3, Tbilisi, Georgia, October 30, 2001","State Department UAP Cable 3, Tbilisi, Georgia, October 30, 2001",,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed May  6 22:57:03 2026 UTC,Mon May 11 18:54:41 2026 UTC,5,825714,968c266f780e1f69abf1bca70aa0edcb094bc61c38d6743e01de335775af347c,0,0.996,2,,,,,
059UAP00012.pdf,059UAP00012.pdf,"State Department UAP Cable 4, Ashgabat, Turkmenistan, November 5, 2004","State Department UAP Cable 4, Ashgabat, Turkmenistan, November 5, 2004",,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed May  6 22:56:53 2026 UTC,Mon May 11 18:55:26 2026 UTC,5,654734,e1b27f7e274549e540de4cf77f9aae131cedcf3847819edd594a9825c4cad819,0,0.996,1,,,,,
